_id,Date,Line,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Vehicle
291,2025-12-28,FW,08:49,Sunday,FINCH WEST FWLRT STATI,EXAC,10,20,,6515
292,2025-12-28,FW,09:01,Sunday,HUMBER COLLEGE STOP,PXSW,10,20,E,6504
293,2025-12-28,FW,09:14,Sunday,DRIFTWOOD STOP,EXBK,3,13,E,6501
294,2025-12-28,FW,09:59,Sunday,HUMBER COLLEGE STOP,PXSW,10,20,W,6513
295,2025-12-28,FW,10:16,Sunday,FINCH WEST FWLRT STATI,TXO,3,13,W,6514
296,2025-12-28,FW,10:35,Sunday,ROWNTREE MILLS STOP,MXIRS,5,15,E,6501
297,2025-12-28,FW,11:20,Sunday,FINCH WEST FWLRT STATI,EXBK,10,20,W,6501
298,2025-12-28,FW,14:30,Sunday,FINCH WEST FWLRT STATI,EXO,10,20,E,6515
299,2025-12-28,FW,14:37,Sunday,FINCH WEST FWLRT STATI,EXAC,10,20,W,6507
300,2025-12-28,FW,18:16,Sunday,WESTMORE STOP,EXO,0,0,W,6515
301,2025-12-28,FW,18:34,Sunday,JANE FWLRT STOP,EXO,10,20,W,6516
302,2025-12-28,FW,19:30,Sunday,HUMBER COLLEGE STOP,MXPLC,186,198,W,6504
303,2025-12-28,FW,19:55,Sunday,ROWNTREE MILLS STOP,EXAC,12,24,W,6504
304,2025-12-28,FW,20:48,Sunday,FINCH WEST FWLRT STATI,EXCE,12,22,W,6501
305,2025-12-28,FW,22:54,Sunday,TOBERMORY STOP,TXOVS,0,0,W,6513
306,2025-12-28,FW,23:04,Sunday,JANE FWLRT STOP,TXOVS,0,0,W,6504
307,2025-12-29,FW,06:30,Monday,TOBERMORY STOP,EXTM,4,14,W,6505
308,2025-12-29,FW,06:47,Monday,TOBERMORY STOP,EXTM,4,14,W,6504
309,2025-12-29,FW,07:37,Monday,ALBION STOP,EXBO,0,0,W,6515
310,2025-12-29,FW,10:37,Monday,MILVAN RUMIKE STOP,EXTM,0,0,E,6503
311,2025-12-29,FW,14:08,Monday,MOUNT OLIVE STOP,EXDO,3,13,W,6507
312,2025-12-29,FW,15:08,Monday,NORFINCH OAKDALE STOP,EXYRD,17,24,W,6511
313,2025-12-29,FW,15:23,Monday,KENNEDY STATION,MXTO,8,14,W,6237
314,2025-12-29,FW,17:51,Monday,HUMBER COLLEGE STOP,PXSW,0,0,E,6516
315,2025-12-29,FW,19:07,Monday,YORK GATE,PXSW,0,0,,6509
316,2025-12-29,FW,19:21,Monday,ROWNTREE MILLS STOP,EXO,10,20,W,6507
317,2025-12-29,FW,21:04,Monday,FINCH WEST FWLRT STATI,EXO,13,20,W,6515
318,2025-12-29,FW,21:12,Monday,FINCH WEST STATION CRO,PXSW,0,0,E,6507
319,2025-12-30,FW,05:31,Tuesday,DRIFTWOOD STOP,EXBK,0,0,W,6501
320,2025-12-30,FW,06:59,Tuesday,ROWNTREE MILLS STOP,EXBK,0,0,W,6502
321,2025-12-30,FW,07:04,Tuesday,ALBION STOP,EXBK,0,0,E,6507
322,2025-12-30,FW,11:35,Tuesday,WESTMORE STOP,EXBK,11,21,E,6504
323,2025-12-30,FW,19:00,Tuesday,EMERY STOP,EXDO,5,11,E,6511
324,2025-12-30,FW,20:37,Tuesday,DRIFTWOOD STOP,EXO,10,22,E,6506
325,2025-12-30,FW,20:49,Tuesday,DRIFTWOOD STOP,EXBK,0,0,W,6514
326,2025-12-30,FW,21:33,Tuesday,STEVENSON STOP,TXO,14,26,E,6507
327,2025-12-31,FW,05:51,Wednesday,FINCH WEST FWLRT STATI,EXBK,0,0,W,6500
328,2025-12-31,FW,07:13,Wednesday,HUMBER COLLEGE STOP,PXSW,5,20,W,0
329,2025-12-31,FW,07:26,Wednesday,ALBION STOP,TXOS,17,23,W,6508
330,2025-12-31,FW,07:38,Wednesday,ALBION STOP,TXO,8,14,E,6511
331,2025-12-31,FW,07:48,Wednesday,JANE FWLRT STOP,EXTM,3,9,W,6501
332,2025-12-31,FW,09:05,Wednesday,SIGNET ARROW STOP,MXWEA,3,9,W,6513
333,2025-12-31,FW,09:17,Wednesday,HUMBER COLLEGE,EXWA,6,12,W,6506
334,2025-12-31,FW,09:32,Wednesday,ALBION STOP,MXWEA,3,9,W,6503
335,2025-12-31,FW,11:35,Wednesday,WESTMORE STOP,MXWEA,9,16,E,6503
336,2025-12-31,FW,12:05,Wednesday,SENTINEL STOP,EXTR,5,15,W,6515
337,2025-12-31,FW,12:17,Wednesday,EMERY STOP,MXWEA,4,10,W,6513
338,2025-12-31,FW,12:38,Wednesday,MILVAN RUMIKE STOP,MXWEA,4,14,W,6513
339,2025-12-31,FW,13:29,Wednesday,SENTINEL STOP,MXD,4,14,W,6511
340,2025-12-31,FW,13:29,Wednesday,JANE FWLRT STOP,MXWEA,4,14,E,6515
341,2025-12-31,FW,13:43,Wednesday,HUMBER COLLEGE STOP,MXUS,4,14,,6516
342,2025-12-31,FW,15:06,Wednesday,NORFINCH OAKDALE STOP,MXWEA,4,14,E,6504
343,2025-12-31,FW,17:06,Wednesday,HUMBER COLLEGE STOP,EXAC,6,12,W,6503
344,2025-12-31,FW,17:27,Wednesday,SIGNET ARROW STOP,EXSA,6,12,E,6502
345,2025-12-31,FW,17:55,Wednesday,MOUNT OLIVE STOP,TXOVS,0,0,E,6509
346,2025-12-31,FW,18:19,Wednesday,MARTIN GROVE STOP,EXAC,4,14,W,6512
347,2025-12-31,FW,19:09,Wednesday,SIGNET ARROW STOP,MXWEA,4,14,E,6513
348,2025-12-31,FW,19:11,Wednesday,EMERY STOP,MXD,4,14,W,6501
349,2025-12-31,FW,21:02,Wednesday,SENTINEL STOP,EXBK,4,14,E,6504
350,2025-12-31,FW,22:37,Wednesday,NORFINCH OAKDALE STOP,EXBK,0,0,E,6504
351,2026-01-01,FW,08:25,Thursday,SENTINEL STOP,PXSTP,57,67,W,6513
352,2026-01-01,FW,09:08,Thursday,DUNCANWOODS STOP,MXO,6,16,E,6516
353,2026-01-01,FW,10:01,Thursday,TOBERMORY STOP,PXSTP,28,38,E,6509
354,2026-01-01,FW,10:29,Thursday,JANE FWLRT STOP,EXBK,3,13,W,6501
355,2026-01-01,FW,10:55,Thursday,ROWNTREE MILLS STOP,EXBK,95,105,E,6508
356,2026-01-01,FW,11:25,Thursday,MILVAN RUMIKE STOP,PXTIS,0,0,E,6507
357,2026-01-01,FW,11:35,Thursday,MOUNT OLIVE STOP,EXTR,3,13,E,6511
358,2026-01-01,FW,16:05,Thursday,TOBERMORY STOP,EXSA,10,20,E,6511
359,2026-01-01,FW,17:04,Thursday,SENTINEL STOP,EXDO,5,15,W,6501
360,2026-01-01,FW,17:55,Thursday,ROWNTREE MILLS STOP,EXSA,10,20,W,6501
361,2026-01-01,FW,20:37,Thursday,HUMBER COLLEGE STOP,MXTO,8,18,E,6516
362,2026-01-02,FW,05:14,Friday,SENTINEL STOP,MXWEA,4,10,W,6514
363,2026-01-02,FW,05:22,Friday,HUMBER COLLEGE STOP,PXSW,7,14,,0
364,2026-01-02,FW,05:28,Friday,JANE FWLRT STOP,TXNOA,7,14,W,6514
365,2026-01-02,FW,05:28,Friday,JANE FWLRT STOP,MXWEA,4,10,W,6514
366,2026-01-02,FW,05:34,Friday,JANE FWLRT STOP,MXO,6,0,E,6500
367,2026-01-02,FW,07:21,Friday,DRIFTWOOD STOP,MXWEA,4,10,W,6508
368,2026-01-02,FW,07:52,Friday,SIGNET ARROW STOP,MXWEA,4,10,W,6513
369,2026-01-02,FW,08:17,Friday,JANE FWLRT STOP,MXWEA,4,10,E,6514
370,2026-01-02,FW,08:30,Friday,EMERY STOP,MXWEA,4,10,W,6516
371,2026-01-02,FW,09:06,Friday,ALBION STOP,MXWEA,4,10,E,6501
372,2026-01-02,FW,09:27,Friday,EMERY STOP,MXWEA,4,10,E,6501
373,2026-01-02,FW,09:40,Friday,EMERY STOP,EXTM,7,13,E,6501
374,2026-01-02,FW,09:56,Friday,EMERY STOP,MXWEA,4,0,E,6509
375,2026-01-02,FW,09:56,Friday,EMERY STOP,MXWEA,4,10,E,6509
376,2026-01-02,FW,18:16,Friday,SENTINEL STOP,EXDO,11,18,W,6508
377,2026-01-02,FW,21:47,Friday,EMERY STOP,SXPOL,23,37,W,6517
378,2026-01-03,FW,06:00,Saturday,HUMBER COLLEGE STOP,MXI,46,0,W,6509
379,2026-01-03,FW,08:56,Saturday,MILVAN RUMIKE STOP,EXO,0,0,E,6515
380,2026-01-03,FW,09:04,Saturday,FINCH WEST FWLRT STATI,EXAC,0,0,,6504
381,2026-01-03,FW,10:11,Saturday,EMERY STOP,EXO,5,0,W,6503
382,2026-01-03,FW,10:16,Saturday,ALBION STOP,EXO,0,0,E,6501
383,2026-01-03,FW,10:29,Saturday,HUMBER COLLEGE STOP,MXTO,6,16,E,6514
384,2026-01-03,FW,10:29,Saturday,MILVAN RUMIKE STOP,EXO,18,28,W,6503
385,2026-01-03,FW,11:16,Saturday,FINCH WEST FWLRT STATI,EXCE,0,0,W,6514
386,2026-01-03,FW,12:04,Saturday,FINCH WEST FWLRT STATI,EXCE,0,0,W,6503
387,2026-01-03,FW,12:24,Saturday,ROWNTREE MILLS STOP,EXO,3,0,E,6515
388,2026-01-03,FW,13:12,Saturday,ALBION STOP,EXO,0,0,E,6503
389,2026-01-03,FW,14:46,Saturday,HUMBER COLLEGE STOP,EXO,10,20,E,6503
390,2026-01-03,FW,15:42,Saturday,FINCH WEST FWLRT STATI,TXNIP,10,20,W,6503
391,2026-01-03,FW,17:08,Saturday,HUMBER COLLEGE STOP,MXUS,19,29,E,6502
392,2026-01-03,FW,17:13,Saturday,MOUNT OLIVE STOP,EXO,3,13,E,6502
393,2026-01-04,FW,09:52,Sunday,DRIFTWOOD STOP,EXSA,10,20,E,6504
394,2026-01-04,FW,11:54,Sunday,WESTMORE STOP,EXO,10,20,E,6513
395,2026-01-04,FW,12:59,Sunday,FINCH WEST FWLRT STATI,PXSO,5,15,W,6501
396,2026-01-04,FW,13:16,Sunday,FINCH WEST FWLRT STATI,EXTM,7,17,W,6501
397,2026-01-04,FW,17:47,Sunday,STEVENSON STOP,EXDO,8,18,E,6502
398,2026-01-04,FW,19:11,Sunday,HUMBER COLLEGE STOP,TXO,5,15,,6517
399,2026-01-04,FW,01:49,Sunday,DRIFTWOOD STOP,PXSW,0,0,W,0
400,2026-01-05,FW,04:16,Monday,TOBERMORY STOP,PXSW,0,0,W,0
401,2026-01-05,FW,06:01,Monday,FINCH WEST FWLRT STATI,EXWM,4,14,W,6500
402,2026-01-05,FW,07:29,Monday,HUMBER COLLEGE STOP,PXSW,80,87,,6500
403,2026-01-05,FW,07:42,Monday,MARTIN GROVE STOP,PXSW,5,12,,6514
404,2026-01-05,FW,07:53,Monday,FINCH WEST FWLRT STATI,PXSW,3,12,,6516
405,2026-01-05,FW,10:10,Monday,FINCH WEST FWLRT STATI,EXAC,5,17,,6500
406,2026-01-05,FW,10:14,Monday,HUMBER COLLEGE STOP,EXO,8,17,E,6511
407,2026-01-05,FW,15:38,Monday,EMERY STOP,SXPOL,8,14,W,6503
408,2026-01-05,FW,21:52,Monday,SENTINEL STOP,EXBK,12,24,W,6509
409,2026-01-06,FW,07:50,Tuesday,SENTINEL STOP,EXO,0,0,W,6500
410,2026-01-06,FW,08:56,Tuesday,MILVAN RUMIKE STOP,PXSW,0,0,E,6504
411,2026-01-06,FW,10:15,Tuesday,YORK GATE YARD,EXO,0,0,W,6505
412,2026-01-06,FW,13:20,Tuesday,HUMBER COLLEGE STOP,SXDP,44,51,W,6515
413,2026-01-06,FW,14:25,Tuesday,HANDOVER,PXSW,0,0,,0
414,2026-01-06,FW,15:05,Tuesday,HANDOVER,PXSW,15,21,,0
415,2026-01-06,FW,15:33,Tuesday,MARTIN GROVE STOP,EXHV,0,0,W,6500
416,2026-01-06,FW,15:59,Tuesday,MILVAN RUMIKE STOP,TXCC,14,20,W,6514
417,2026-01-06,FW,16:21,Tuesday,NORFINCH OAKDALE STOP,MXO,0,0,,0
418,2026-01-06,FW,16:55,Tuesday,HUMBER COLLEGE STOP,EXGA,0,0,,6514
419,2026-01-06,FW,17:14,Tuesday,DUNCANWOODS STOP,EXO,0,0,E,6517
420,2026-01-06,FW,18:13,Tuesday,HUMBER COLLEGE STOP,EXDO,16,22,E,6517
421,2026-01-07,FW,05:25,Wednesday,SENTINEL STOP,PXSAC,15,27,W,6504
422,2026-01-07,FW,05:44,Wednesday,WESTMORE STOP,PXSAC,12,24,E,6503
423,2026-01-07,FW,05:45,Wednesday,JANE FWLRT STOP,PXSAC,5,0,E,6517
424,2026-01-07,FW,05:46,Wednesday,FINCH WEST FWLRT STATI,PXSAC,9,0,W,6502
425,2026-01-07,FW,05:46,Wednesday,JANE FWLRT STOP,EXNEA,5,10,E,0
426,2026-01-07,FW,06:46,Wednesday,STEVENSON STOP,EXDO,5,12,W,6517
427,2026-01-07,FW,09:48,Wednesday,MILVAN RUMIKE STOP,MXAFR,56,65,W,6517
428,2026-01-07,FW,23:12,Wednesday,FINCH WEST HAND OFF MS,PXSW,0,0,,0
429,2026-01-08,FW,05:33,Thursday,WESTMORE STOP,EXO,8,17,E,6502
430,2026-01-08,FW,07:44,Thursday,WESTMORE STOP,EXCE,13,22,W,6507
431,2026-01-08,FW,07:48,Thursday,ALBION STOP,EXAC,9,18,W,6508
432,2026-01-08,FW,10:22,Thursday,EMERY STOP,EXTM,24,34,W,6516
433,2026-01-08,FW,10:49,Thursday,FINCH WEST FWLRT STATI,TXO,6,16,E,6515
434,2026-01-08,FW,15:05,Thursday,JANE FWLRT STOP,PXATC,10,16,E,6508
435,2026-01-08,FW,15:44,Thursday,JANE FWLRT STOP,PXSW,6,12,E,6502
436,2026-01-08,FW,21:22,Thursday,ALBION STOP,EXBK,4,11,E,6508
437,2026-01-09,FW,08:11,Friday,SIGNET ARROW STOP,TXOVS,3,9,E,6501
438,2026-01-09,FW,08:25,Friday,FINCH AND ROMFIELD- FI,SXPOL,3,9,W,6501
439,2026-01-09,FW,08:28,Friday,HUMBER COLLEGE STOP,MXTO,5,11,E,6509
440,2026-01-09,FW,13:04,Friday,EMERY STOP,MXPAA,3,9,W,6506
441,2026-01-09,FW,13:28,Friday,APROACHING NORFINCH,MXO,4,11,E,6514
442,2026-01-09,FW,15:40,Friday,MILVAN RUMIKE STOP TO,TXO,10,17,E,6514
443,2026-01-09,FW,17:01,Friday,ROWNTREE MILLS STOP,EXDO,14,20,E,6508
444,2026-01-10,FW,06:16,Saturday,WESTMORE STOP,EXAC,10,25,E,6503
445,2026-01-10,FW,07:34,Saturday,FINCH WEST FWLRT STATI,EXGA,0,0,W,6511
446,2026-01-10,FW,08:11,Saturday,FINCH WEST FWLRT STATI,EXAC,10,15,W,6513
447,2026-01-10,FW,13:32,Saturday,SIGNET ARROW STOP,EXDO,9,18,W,6507
448,2026-01-11,FW,08:32,Sunday,SENTINEL STOP,TXOVS,3,13,E,6511
449,2026-01-11,FW,12:53,Sunday,FINCH WEST FWLRT STATI,EXAC,0,0,W,6509
450,2026-01-11,FW,13:40,Sunday,EMERY STOP,MXD,0,0,E,6508
451,2026-01-11,FW,13:44,Sunday,STEVENSON STOP,EXWA,4,14,W,6506
452,2026-01-11,FW,14:33,Sunday,NORFINCH OAKDALE STOP,EXWA,5,15,E,6506
453,2026-01-11,FW,15:03,Sunday,MARTIN GROVE STOP,MXUS,10,20,W,6515
454,2026-01-11,FW,15:21,Sunday,HUMBER COLLEGE STOP,TXTO,6,16,E,6515
455,2026-01-11,FW,16:14,Sunday,SENTINEL STOP,TXTO,10,20,E,6515
456,2026-01-11,FW,17:16,Sunday,MOUNT OLIVE STOP,TXO,20,30,E,6515
457,2026-01-11,FW,17:51,Sunday,FINCH WEST FWLRT STATI,SXUEG,10,20,W,6515
458,2026-01-11,FW,19:16,Sunday,FINCH WEST FWLRT STATI,EXCE,0,0,W,6513
459,2026-01-12,FW,05:08,Monday,SIGNET ARROW STOP,PXSW,187,197,W,6513
460,2026-01-12,FW,06:00,Monday,TORONTO TRANSIT COMMIS,MXO,0,0,,0
461,2026-01-12,FW,10:59,Monday,SENTINEL STOP,TXO,3,13,W,6504
462,2026-01-12,FW,12:13,Monday,TOBERMORY STOP (APPROA,TXOVS,3,13,W,6501
463,2026-01-12,FW,12:25,Monday,WESTMORE STOP,TXO,3,13,W,6514
464,2026-01-12,FW,14:26,Monday,FINCH WEST FWLRT STATI,EXAC,7,14,W,6512
465,2026-01-12,FW,15:42,Monday,FINCH WEST FWLRT STATI,TXO,4,11,W,6501
466,2026-01-12,FW,16:27,Monday,FINCH WEST FWLRT STATI,TXO,4,11,W,6517
467,2026-01-12,FW,17:59,Monday,LINE 6,MXO,0,0,,0
468,2026-01-12,FW,19:26,Monday,NORFINCH OAKDALE STOP,SXDP,0,0,E,6516
469,2026-01-13,FW,06:02,Tuesday,FINCH WEST FWLRT LINE,EXO,0,0,,0
470,2026-01-13,FW,07:45,Tuesday,JANE FWLRT STOP,EXYRD,3,10,E,0
471,2026-01-13,FW,08:45,Tuesday,FINCH WEST FWLRT STATI,TXOVS,3,10,E,6517
472,2026-01-13,FW,09:32,Tuesday,FINCH WEST FWLRT STATI,TXOVS,3,10,E,6516
473,2026-01-13,FW,09:34,Tuesday,PEARLDALE STOP,TXO,3,10,W,6501
474,2026-01-13,FW,09:54,Tuesday,JANE FWLRT STOP,TXOVS,0,0,W,6503
475,2026-01-13,FW,10:21,Tuesday,DRIFTWOOD STOP,TXOVS,3,10,W,6517
476,2026-01-13,FW,14:16,Tuesday,JANE FWLRT STOP,PXSW,5,10,W,6517
477,2026-01-13,FW,14:28,Tuesday,MARTIN GROVE STOP,MXUS,10,20,E,6514
478,2026-01-13,FW,15:53,Tuesday,TOBERMORY STOP,PXSCR,0,0,E,6501
479,2026-01-13,FW,16:22,Tuesday,NORFINCH OAKDALE STOP,SXDP,19,29,W,6511
480,2026-01-13,FW,17:29,Tuesday,HUMBER COLLEGE STOP,EXO,5,15,E,6514
481,2026-01-13,FW,18:12,Tuesday,PEARLDALE STOP,SXDP,5,15,W,6501
482,2026-01-13,FW,18:23,Tuesday,ROWNTREE MILLS STOP,SXO,10,20,W,6502
483,2026-01-13,FW,19:28,Tuesday,TOBERMORY STOP,EXO,0,0,E,6505
484,2026-01-13,FW,20:51,Tuesday,HUMBER COLLEGE STOP,EXAC,0,0,E,6507
485,2026-01-14,FW,05:34,Wednesday,FINCH WEST FWLRT STATI,EXNEA,9,18,E,0
486,2026-01-14,FW,06:00,Wednesday,TORONTO TRANSIT COMMIS,MXO,0,0,,0
487,2026-01-14,FW,10:12,Wednesday,HUMBER COLLEGE STOP,EXO,6,15,,6502
488,2026-01-14,FW,10:41,Wednesday,FINCH WEST FWLRT STATI,MXTD,0,0,,6505
489,2026-01-14,FW,10:58,Wednesday,TOBERMORY STOP,EXBK,4,13,E,6514
490,2026-01-14,FW,14:55,Wednesday,MILVAN RUMIKE STOP,EXBK,32,39,W,6514
491,2026-01-14,FW,16:10,Wednesday,HANDOVER - HOP,EXNEA,7,14,,0
492,2026-01-14,FW,16:12,Wednesday,HANDOVER - HOP,EXNEA,7,14,,0
493,2026-01-14,FW,17:47,Wednesday,JANE FWLRT STOP,EXBK,7,14,W,6514
494,2026-01-14,FW,01:00,Wednesday,FINCH WEST FWLRT STATI,MXST,0,0,,0
495,2026-01-15,FW,04:37,Thursday,HANDOVER PLATFORMS,MXWEA,0,0,E,6502
496,2026-01-15,FW,05:19,Thursday,JANE FWLRT STOP,MXWEA,10,0,,6515
497,2026-01-15,FW,05:31,Thursday,NORFINCH OAKDALE STOP,MXWEA,10,20,W,6516
498,2026-01-15,FW,07:08,Thursday,HUMBER COLLEGE STOP,MXWEA,10,20,W,6514
499,2026-01-15,FW,07:11,Thursday,SIGNET ARROW STOP,PXDCS,10,20,E,6502
500,2026-01-15,FW,07:26,Thursday,FINCH WEST FWLRT STATI,MXWEA,6,12,W,6517
501,2026-01-15,FW,07:34,Thursday,FINCH WEST LRT,MXWEA,7,14,,6503
502,2026-01-15,FW,10:09,Thursday,JANE FWLRT STOP,EXDO,10,0,E,6502
503,2026-01-15,FW,10:35,Thursday,WESTMORE STOP,EXDO,21,0,E,6515
504,2026-01-15,FW,18:13,Thursday,NORFINCH OAKDALE STOP,MXWEA,6,12,W,0
505,2026-01-15,FW,18:19,Thursday,JANE FWLRT STOP,MXWEA,6,12,E,0
506,2026-01-15,FW,18:22,Thursday,NORFINCH OAKDALE STOP,MXWEA,6,12,W,0
507,2026-01-15,FW,18:23,Thursday,JANE FWLRT STOP,MXWEA,6,12,E,0
508,2026-01-15,FW,18:29,Thursday,JANE FWLRT STOP,MXWEA,6,12,E,0
509,2026-01-15,FW,19:10,Thursday,FINCH WEST FWLRT STATI,MXWEA,10,20,W,0
510,2026-01-15,FW,19:14,Thursday,FINCH WEST FWLRT STATI,MXWEA,10,20,W,0
511,2026-01-15,FW,19:17,Thursday,FINCH WEST FWLRT STATI,MXWEA,10,20,W,0
512,2026-01-15,FW,19:20,Thursday,FINCH WEST FWLRT STATI,MXWEA,10,20,W,0
513,2026-01-15,FW,19:22,Thursday,FINCH WEST FWLRT STATI,MXWEA,10,20,W,0
514,2026-01-15,FW,19:23,Thursday,FINCH WEST FWLRT STATI,MXWEA,10,20,W,0
515,2026-01-15,FW,19:25,Thursday,FINCH WEST FWLRT STATI,MXWEA,10,20,W,0
516,2026-01-15,FW,19:26,Thursday,FINCH WEST FWLRT STATI,MXWEA,10,20,W,0
517,2026-01-15,FW,19:29,Thursday,FINCH WEST FWLRT STATI,MXWEA,10,20,W,0
518,2026-01-15,FW,19:32,Thursday,FINCH WEST FWLRT STATI,MXWEA,10,20,W,0
519,2026-01-15,FW,19:34,Thursday,FINCH WEST FWLRT STATI,MXWEA,10,20,W,0
520,2026-01-16,FW,04:47,Friday,FINCH WEST LRT (LINE 6,MXWEA,397,404,W,6517
521,2026-01-16,FW,11:49,Friday,NORFINCH OAKDALE STOP,EXCE,10,20,W,6517
522,2026-01-16,FW,12:33,Friday,YORK GATE,PXTIS,42,50,W,6516
523,2026-01-16,FW,13:45,Friday,SENTINEL STOP,EXO,10,16,E,6514
524,2026-01-16,FW,13:58,Friday,ROWNTREE MILLS STOP,PXTIS,11,17,W,0
525,2026-01-16,FW,14:42,Friday,FINCH WEST FWLRT STATI,EXO,5,11,E,6507
526,2026-01-16,FW,15:03,Friday,HUMBER COLLEGE STOP,EXO,6,12,E,6511
527,2026-01-16,FW,15:05,Friday,NORFINCH STOP,EXNEA,6,12,W,0
528,2026-01-16,FW,15:09,Friday,TOBERMORY STOP,EXO,5,11,E,6501
529,2026-01-16,FW,15:11,Friday,JANE FWLRT STOP,EXNEA,6,12,E,0
530,2026-01-16,FW,15:18,Friday,JANE FWLRT STOP,EXNEA,6,12,E,0
531,2026-01-16,FW,15:36,Friday,FINCH WEST FWLRT STATI,EXGA,6,12,,0
532,2026-01-16,FW,16:06,Friday,FINCH WEST FWLRT STATI,EXO,4,10,,6507
533,2026-01-16,FW,16:51,Friday,FINCH WEST FWLRT STATI,EXO,3,9,E,6507
534,2026-01-16,FW,17:11,Friday,MILVAN RUMIKE STOP,MXAFR,28,34,E,6504
535,2026-01-16,FW,18:36,Friday,ROWNTREE MILLS STOP,EXO,73,79,E,6507
536,2026-01-17,FW,06:46,Saturday,MILVAN RUMIKE STOP,EXBK,10,17,W,6514
537,2026-01-17,FW,07:10,Saturday,ROWNTREE MILLS STOP,EXBK,7,14,W,6514
538,2026-01-17,FW,07:31,Saturday,FINCH WEST FWLRT STATI,EXO,7,14,W,6505
539,2026-01-17,FW,07:39,Saturday,SENTINEL STOP,EXATC,3,10,E,6509
540,2026-01-17,FW,08:11,Saturday,SENTINEL STOP,EXBK,7,14,W,6514
541,2026-01-17,FW,08:34,Saturday,JANE FWLRT STOP,EXNEA,7,14,E,6505
542,2026-01-17,FW,14:13,Saturday,FINCH WEST FWLRT STATI,EXBK,10,16,E,6511
543,2026-01-17,FW,14:25,Saturday,TOBERMORY STOP,TXTO,6,12,E,6515
544,2026-01-17,FW,15:40,Saturday,DUNCANWOODS STOP (ENTE,TXOVS,0,0,W,6505
545,2026-01-17,FW,16:01,Saturday,FINCH WEST FWLRT STATI,EXCE,10,16,E,6511
546,2026-01-17,FW,19:05,Saturday,FINCH WEST FWLRT STATI,EXCE,3,10,,6509
547,2026-01-17,FW,19:10,Saturday,FINCH WEST FWLRT STATI,TXNOA,7,14,W,6504
548,2026-01-17,FW,20:36,Saturday,FINCH WEST FWLRT STATI,EXO,3,11,E,6509
549,2026-01-17,FW,21:04,Saturday,FINCH WEST FWLRT STATI,EXO,0,0,E,6511
550,2026-01-18,FW,03:09,Sunday,FINCH WEST AND ROMFIEL,MXAFR,0,0,,0
551,2026-01-18,FW,07:42,Sunday,YORK GATE AND FINCH WE,PXTIS,7,14,W,6504
552,2026-01-18,FW,16:21,Sunday,FINCH WEST FWLRT STATI,EXO,5,14,W,6515
553,2026-01-18,FW,20:02,Sunday,MILVAN RUMIKE STOP,EXO,0,0,E,6516
554,2026-01-18,FW,20:17,Sunday,MOUNT OLIVE STOP,EXHV,0,0,W,6509
555,2026-01-19,FW,06:18,Monday,SENTINEL STOP,PXTIS,5,12,W,6503
556,2026-01-19,FW,07:45,Monday,FINCH WEST FWLRT STATI,EXNEA,7,14,,0
557,2026-01-19,FW,13:27,Monday,FINCH WEST FWLRT STATI,SXUEG,7,14,,0
558,2026-01-19,FW,14:44,Monday,NORFINCH OAKDALE STOP,PXTIS,14,21,W,6506
559,2026-01-19,FW,15:09,Monday,YORKGATE,PXMO,3,10,E,6514
560,2026-01-19,FW,16:29,Monday,HUMBER COLLEGE STOP,TXO,5,12,E,6515
561,2026-01-19,FW,16:33,Monday,HANDOVER PLATFORM,EXNEA,6,12,,0
562,2026-01-19,FW,17:13,Monday,WESTMORE STOP,TXOVS,0,0,W,6515
563,2026-01-19,FW,17:46,Monday,MILVAN RUMIKE STOP,EXHV,10,17,E,6507
564,2026-01-19,FW,17:50,Monday,MILVAN RUMIKE STOP,TXOVS,0,0,E,6515
565,2026-01-19,FW,18:40,Monday,YORKGATE,PXSO,9,0,E,6517
566,2026-01-19,FW,19:46,Monday,FINCH WEST FWLRT STATI,TXO,4,11,W,6511
567,2026-01-20,FW,04:49,Tuesday,SENTINEL STOP,PXSW,6,16,,0
568,2026-01-20,FW,05:23,Tuesday,MARTIN GROVE STOP,PXTIS,20,30,E,6517
569,2026-01-20,FW,06:52,Tuesday,MOUNT OLIVE STOP,EXO,308,318,W,6513
570,2026-01-20,FW,07:14,Tuesday,MILVAN RUMIKE STOP,PXSW,7,17,W,6516
571,2026-01-20,FW,08:06,Tuesday,MARTIN GROVE STOP,PXATC,0,0,,0
572,2026-01-20,FW,08:23,Tuesday,SENTINEL STOP,EXBK,107,117,E,6511
573,2026-01-20,FW,13:21,Tuesday,DUNCANWOODS STOP,SXO,4,14,E,6517
574,2026-01-20,FW,13:55,Tuesday,MILVAN RUMIKE STOP,EXO,0,0,E,6512
575,2026-01-20,FW,13:59,Tuesday,SENTINEL STOP,TXOS,7,16,W,6517
576,2026-01-20,FW,14:42,Tuesday,NORFINCH OAKDALE STOP,EXNEA,6,12,,0
577,2026-01-20,FW,14:47,Tuesday,NORFINCH OAKDALE STOP,EXNEA,6,12,,0
578,2026-01-20,FW,15:26,Tuesday,WESTMORE STOP,SXDP,0,0,W,6501
579,2026-01-20,FW,16:44,Tuesday,FINCH WEST FWLRT STATI,EXDO,6,12,W,6515
580,2026-01-20,FW,16:53,Tuesday,ROWNTREE MILLS STOP,MXD,0,0,E,6514
